,Title,Published_date,Views,Favorite,Comments,Month
3502,Java Live - 1 | Java OOPs Tutorial | Object Oriented Programming | Java Training | Edureka,12-05-2020,9164,0,3,May
3503,OLTP vs OLAP | Online Transaction Processing vs Online Analytical Processing | Edureka,12-05-2020,43508,0,9,May
3504,Data Science Live - 3 | Logistic Regression in Python | Python Training | Edureka,11-05-2020,4574,0,4,May
3505,Data Science Live - 2 | Data Scientist Skills | Roles of Data Scientist | Python Training | Edureka,11-05-2020,8590,0,3,May
3506,Data Science Live - 1 | Linear Regression in Python | Python Training | Edureka,11-05-2020,8443,0,12,May
3507,TensorFlow 2.0 Tutorial For Beginners | TensorFlow 2.0 Image Classification Project | Edureka,10-05-2020,7467,0,1,May
3508,TensorFlow 2.0 Tutorial For Beginners | Introduction To TensorFlow 2 | TensorFlow Training | Edureka,10-05-2020,7481,0,1,May
3509,Live-2 | Job Skill Mapping for Data Science | Data Scientists Role | Data Science Training | Edureka,09-05-2020,8095,0,1,May
3510,What is Data Science | Introduction to Data Science in 2 Minutes | Data Science Training | Edureka,09-05-2020,21160,0,9,May
3511,Live - 1 | Artificial Intelligence vs Machine Learning vs Deep Learning | AI vs ML vs DL | Edureka,09-05-2020,16711,0,2,May
3512,Android Live - 2 | Android Layout Tutorial | Android Tutorial | Android Training | Edureka,08-05-2020,5024,0,4,May
3513,Android Live - 1 | Android App Development Tutorial For Beginners | Android Training | Edureka,08-05-2020,22085,0,4,May
3514,Nagios Tutorial | Server Monitoring with Nagios | DevOps Training | Edureka DevOps Live,07-05-2020,5167,0,1,May
3515,Puppet Tutorial | Puppet Configuration Management | DevOps Training | Edureka DevOps Live,07-05-2020,3339,0,1,May
3516,Introduction to DevOps Tools | DevOps Tutorial | DevOps Training | Edureka DevOps Live,07-05-2020,5888,0,2,May
3517,"Python Live-2 | Python for Data Analysis using Pandas, MatplotLib, Numpy | Python Training | Edureka",06-05-2020,10154,0,5,May
3518,Python Live - 1| Time Series Analysis in Python | Data Science with Python Training | Edureka,06-05-2020,19280,0,24,May
3519,Power BI Azure Tutorial | Power BI Integration with Azure ML | PowerBI Training | Edureka,06-05-2020,26940,0,10,May
3520,Deep Learning Live - 3 | TensorFlow Tutorial | Deep Learning Using TensorFlow Training | Edureka,05-05-2020,6188,0,1,May
3521,Deep Learning Live - 2 | Neural Network Tutorial | Deep Learning Training | Edureka,05-05-2020,7904,0,1,May
3522,Deep Learning Live - 1 | Artificial Intelligence Tutorial for Beginners | AI Training | Edureka,05-05-2020,7706,0,3,May
3523,Azure Live - 2 | Azure Machine Learning Tutorial | Azure Tutorial | Azure Training | Edureka,04-05-2020,6308,0,1,May
3524,Azure Live - 1 | Azure Virtual Machine Tutorial |  Azure Virtual Networks | Azure Training | Edureka,04-05-2020,6684,0,1,May
3525,Big Data in Traffic Busting | Hadoop Tutorial | Edureka,04-05-2020,3265,0,4,May
3526,How to build Chatbot using Amazon Lex Part - 2 | AWS Chatbot Tutorial | AWS Training | Edureka,03-05-2020,10913,0,1,May
3527,How to build Chatbot using Amazon Lex Part - 1 | AWS Chatbot Tutorial | AWS Training | Edureka,02-05-2020,26634,0,5,May
3528,Angular Forms Tutorial | How to build Angular 8 Reactive Forms | Angular Training | Edureka,01-05-2020,44052,0,5,May
3529,Context Filters in Tableau with Example | Tableau Filters Tutorial | Tableau Training | Edureka,01-05-2020,24036,0,6,May
3530,Big Data Live - 2 | Hadoop Ecosystem | Big Data Analytics Tools | Hadoop Training | Edureka,30-04-2020,3988,0,1,Apr
3531,Big Data Live - 1 | Big Data Explained | What is Big Data | Hadoop Training | Edureka,30-04-2020,6629,0,1,Apr
3532,Java Learning Path | How to learn Java Programming in 2020 | Java Training | Edureka,30-04-2020,45350,0,10,Apr
3533,Power BI Live - 2 | Power BI Dashboard Tutorial For Beginners | Power BI Training | Edureka,29-04-2020,3807,0,3,Apr
3534,Power BI Live - 1 | Power BI Tutorial | Introduction to Power BI | Power BI Training | Edureka,29-04-2020,6515,0,3,Apr
3535,Exploratory Data Analysis (EDA) Using Python | Python Data Analysis | Python Training | Edureka,29-04-2020,187624,0,126,Apr
3536,Data Science Live - 3 | Machine Learning Algorithms | ML Tutorial | Data Science Training | Edureka,28-04-2020,9451,0,1,Apr
3537,Data Science Live -2 | Statistics And Probability for Data Science | Data Science Training | Edureka,28-04-2020,6867,0,1,Apr
3538,Data Science Live - 1 | Data Science Tutorial For Beginners | Data Science Training | Edureka,28-04-2020,12860,0,4,Apr
3539,DevOps Live - 3 | Ansible Tutorial For Beginners | Ansible Playbooks | DevOps Training | Edureka,27-04-2020,5496,0,1,Apr
3540,Jenkins Tutorial- Introduction to Continuous Integration | What is Jenkins? | Edureka DevOps Live,27-04-2020,7233,0,1,Apr
3541,Git Tutorial for Beginners | Git Basics | Git Branching | Git Merge | Git Rebase|Edureka DevOps Live,27-04-2020,19936,0,1,Apr
3542,AI in Space Science | Future of Artificial Intelligence | Artificial Intelligence Training | Edureka,24-04-2020,11798,0,4,Apr
3543,Stock Prediction using Machine Learning and Python | Machine Learning Training | Edureka,24-04-2020,188928,0,194,Apr
3544,Edureka Review by Vikram - Blockchain Certification Training | Make Your Career Fly with Edureka,24-04-2020,1241,0,2,Apr
3545,Cyber Security Live - 2 | SQL Injection Attack Tutorial | Cybersecurity Training | Edureka,23-04-2020,7936,0,1,Apr
3546,Cyber Security Live - 1 | Cyber Security Tutorial For Beginners | Cyber Security Training | Edureka,23-04-2020,11230,0,3,Apr
3547,Tableau Pareto Chart Tutorial | How to create a Pareto Chart in Tableau | Tableau Training | Edureka,23-04-2020,6925,0,7,Apr
3548,AWS Elastic Beanstalk Tutorial | AWS Services | AWS Beanstalk | AWS EBS | Edureka AWS Live,22-04-2020,4772,0,4,Apr
3549,AWS Fargate Tutorial | AWS For Beginners | AWS Services | AWS Essentials | Edureka AWS Live,22-04-2020,4191,0,2,Apr
3550,AWS Machine Learning | AWS Tutorial For Beginners | AWS Services | Learn AWS | Edureka AWS Live,22-04-2020,7282,0,1,Apr
3551,Edureka Review by Deeviya - Selenium Certification Training | Make Your Career Fly with Edureka,22-04-2020,2150,0,3,Apr
3552,MySQL Live - 2 | PHP MySQL Tutorial | User Registration System Using PHP & MySQL Database | Edureka,21-04-2020,4713,0,1,Apr
3553,MySQL Live - 1 | MySQL Tutorial For Beginners | Introduction to MySQL | MySQL Training | Edureka,21-04-2020,10711,0,5,Apr
3554,Python Email Tutorial | How To Send Email Using Python | Python Training | Edureka,21-04-2020,96443,0,28,Apr
3555,What is DevOps? | Introduction to DevOps in 2 Minutes | DevOps Tutorial | DevOps Training | Edureka,21-04-2020,56141,0,4,Apr
3556,PMP® Live - 3 | Project Management Tools & Techniques | PMP® Exam Training | PMP® Tutorial | Edureka,20-04-2020,8491,0,2,Apr
3557,PMP® Live - 2 | PMP® Exam Tips And Tricks 2020 | PMP® Exam Prep Tips | PMP® Exam Training | Edureka,20-04-2020,3527,0,1,Apr
3558,PMP® Live - 1 | Project Management Fundamentals | PMP® Tutorial | PMP® Exam Training | Edureka,20-04-2020,8361,0,7,Apr
3559,Edureka Review by Muzammil - Microsoft Azure Administrator Certification | Make Your Career Fly,20-04-2020,1881,0,4,Apr
3560,PUBG Data Science Tutorial - Part 2 | PUBG Data Analysis | Data Science Training | Edureka,19-04-2020,14856,0,6,Apr
3561,PUBG Data Science Tutorial - Part 1 | PUBG Data Analysis | Data Science Training | Edureka,18-04-2020,32259,0,28,Apr
3562,Python Web Automation using Robot Framework | Python Training | Edureka | Python Live - 3,17-04-2020,13239,0,2,Apr
3563,How to Build Your Own Chatbot Using Python | Python Tutorial | Edureka | Python Live - 2,17-04-2020,8513,0,24,Apr
3564,Regular Expressions in Python | Python Programming for Beginners | Edureka | Python Live - 1,17-04-2020,5074,0,2,Apr
3565,Edureka Review by Raghav - AI & Deep Learning with TensorFlow | Make Your Career Fly with Edureka,17-04-2020,2966,0,1,Apr
3566,Building Node.js Application with Docker | Docker with Node.js Tutorial | Edureka | Node.js Live - 3,16-04-2020,2968,0,1,Apr
3567,Building RESTful API using Node.js and MongoDB | Node.js Tutorial | Edureka | Node.js Live - 2,16-04-2020,5605,0,2,Apr
3568,What is Node.js | Introduction to Node.js | Node.js Training | Edureka | Node.js Live - 1,16-04-2020,5831,0,1,Apr
3569,Edureka Review by Prashanth - Devops Certification Training | Make Your Career Fly with Edureka,16-04-2020,2173,0,5,Apr
3570,How to transform data using Azure Data Factory | Azure Tutorial | Edureka | Azure Live - 2,15-04-2020,4235,0,2,Apr
3571,Introduction to Microsoft Azure | Microsoft Azure Tutorial | Edureka | Azure Live -1,15-04-2020,7806,0,8,Apr
3572,Life in Digital Marketing Career | Roles and Responsibilities of a Digital Marketer | Edureka,15-04-2020,16173,0,7,Apr
3573,PyTorch for Deep Learning | Deep Learning with Python Tutorial | Edureka | Deep Learning Live - 3,14-04-2020,6890,0,1,Apr
3574,RNN Tutorial | Long Short Term Memory (LSTM) Explained | Edureka | Deep Learning Live - 2,14-04-2020,6000,0,1,Apr
3575,Introduction to Convolutional Neural Networks(CNN) With TensorFlow | Edureka | Deep Learning Live -1,14-04-2020,6001,0,2,Apr
3576,Edureka Review by Nikhil - AZ-103 Microsoft Azure | Make Your Career Fly with Edureka,14-04-2020,2269,0,3,Apr
3577,Introduction to React Redux | React Redux Tutorial for Beginners | Edureka | React.js Live - 2,13-04-2020,4767,0,3,Apr
3578,ReactJS Tutorial For Beginners | Learn ReactJS | React.js Training | Edureka | React.js Live - 1,13-04-2020,7530,0,3,Apr
3579,Edureka Review by Ranjeet - Python Course for Data Science | Make Your Career Fly with Edureka,13-04-2020,3112,0,3,Apr
3580,PMP® Certification Full Course - Learn PMP Fundamentals in 12 Hours | PMP® Training Videos | Edureka,12-04-2020,1243918,0,153,Apr
3581,Top 10 Technologies for Java Developers in 2021 | Java Developer Skills | Java Training | Edureka,11-04-2020,27585,0,3,Apr
3582,Data Structures and Algorithms in Java | Java Programming Tutorial | Java Training | Edureka,10-04-2020,18022,0,3,Apr
3583,What is Big Data | Big Data in 2 Minutes | Introduction to Big Data | Big Data Training | Edureka,10-04-2020,39852,0,7,Apr
3584,AWS EKS Tutorial | Kubernetes on AWS | AWS Services | AWS ECS | AWS Cloud | Edureka Kubernetes Live,09-04-2020,5393,0,1,Apr
3585,Container Orchestration using Kubernetes | Kubernetes Tutorial | Edureka | Kubernetes Live - 1,09-04-2020,7627,0,3,Apr
3586,Angular 8 Dependency Injection | Understanding DI Design Patterns | Angular 8 Training | Edureka,09-04-2020,13524,0,3,Apr
3587,Apache Spark MLlib Tutorial for Beginners | Apache Spark Training | Edureka | Apache Spark Live - 2,08-04-2020,4768,0,1,Apr
3588,Big Data Spark Tutorial | Apache Spark Example | Spark Training | Edureka | Apache Spark Live - 1,08-04-2020,4674,0,1,Apr
3589,What is Data-Driven Marketing | Data-Driven Digital Marketing | Digital Marketing Training | Edureka,08-04-2020,15913,0,3,Apr
3590,Selenium Framework for Beginners | Selenium using Java | Selenium Tutorial | Edureka Selenium Live,07-04-2020,5081,0,2,Apr
3591,Introduction to Selenium | Selenium Tutorial | Selenium Basics for Beginners | Edureka Selenium Live,07-04-2020,3495,0,3,Apr
3592,Edureka Review by Poonam - Big Data Hadoop Certification | Make Your Career Fly with Edureka,07-04-2020,3416,0,2,Apr
3593,Developing a Recipe Book Using Angular | Angular 8 Tutorial | Edureka Angular Live - 2,06-04-2020,6833,0,2,Apr
3594,Angular 8 Project from scratch | Angular 8 Tutorial | Angular Training | Edureka Angular Live- 1,06-04-2020,12655,0,5,Apr
3595,"Data Extraction Using Python | Python Requests, BeautifulSoup, PyPDF2 | Python Training | Edureka",06-04-2020,64633,0,20,Apr
3596,Tips to Improve Programming Skills in 2020 | How to Write Better Code | Online Training | Edureka,05-04-2020,14525,0,7,Apr
3597,Data Science Project- Credit Card Fraud Detection using Machine Learning | Python Training |Edureka,03-04-2020,46020,0,56,Apr
3598,Data Science Project- Predicting outcome with Support Vector Machine in Machine Learning | Edureka,03-04-2020,14731,0,19,Apr
3599,Data Science Project - Covid-19 Data Analysis Project using Python | Python Training | Edureka,03-04-2020,284464,0,495,Apr
3600,Edureka Review by Bhargav - Python Course for Data Science | Make Your Career Fly with Edureka,03-04-2020,1589,0,4,Apr
3601,Tableau Live-3 | Tableau Functions With Examples | Tableau Tutorial | Tableau Training | Edureka,02-04-2020,4916,0,5,Apr
3602,Tableau Charts & Graphs | Tableau Charts Examples and when to use them | Edureka Tableau Live-2,02-04-2020,5716,0,4,Apr
3603,Data Visualization using Tableau | Tableau Tutorial | Tableau Training | Edureka Tableau Live-1,02-04-2020,6079,0,1,Apr
3604,Hadoop Developer Resume | Sample Resume for a Hadoop Developer | Hadoop Training | Edureka,02-04-2020,2374,0,1,Apr
3605,"Python Web Scraping, RegEx, OpenCV & Data Visualization Using Python | Edureka Python Live-3",01-04-2020,7483,0,1,Apr
3606,Must Learn Python Libraries in 2020 | Python Libraries | Python Training | Edureka Python Live - 2,01-04-2020,7549,0,2,Apr
3607,"Python Programming Basics-Operators, Data types, Functions | Python Tutorial | Edureka Python Live-1",01-04-2020,6830,0,0,Apr
3608,How to Learn Programming in 2020 | Learn Coding from Scratch | Best Programming Languages | Edureka,01-04-2020,30916,0,18,Apr
3609,JDBC Tutorial for Beginners | Java Database Connectivity | Java Training | Edureka Java Live - 2,31-03-2020,20009,0,2,Mar
3610,"Fundamentals of Java- Java OOPS, JDK, Arrays | Java Tutorial | Java Training | Edureka Java Live - 1",31-03-2020,10902,0,2,Mar
3611,Python Pandas Tutorial | Data Analysis with Python Pandas | Python Training | Edureka,31-03-2020,170778,0,40,Mar
3612,"Cybersecurity Career outlook 2020 | Cybersecurity Jobs, Skills,Roles| Edureka Ethical Hacking Live-3",30-03-2020,4556,0,3,Mar
3613,Penetration Testing & Metasploit Basics | Penetration Testing Tools | Edureka Ethical Hacking Live-2,30-03-2020,7904,0,1,Mar
3614,"Ethical Hacking Tutorial Basics-Why, what, how? | Ethical Hacking Training | Edureka Ethical Hacking",30-03-2020,19167,0,5,Mar
3615,DevOps Engineer day-to-day Activities | DevOps Engineer Responsibilities | DevOps Training | Edureka,30-03-2020,102060,0,26,Mar
3616,COVID - 19 Outbreak Prediction using Machine Learning | Machine Learning Training | Edureka,29-03-2020,148933,0,457,Mar
3617,"What to Learn During the 21 Days Lockdown - Nitin Gupta, Milkbasket CTO(Ex Ola & Flipkart) | Edureka",28-03-2020,13000,0,3,Mar
3618,Sales Analysis using Power BI | Power BI Projects | Power BI Training | Edureka Power BI Live - 1,27-03-2020,40684,0,159,Mar
3619,UiPath Careers in 2020 | UiPath Career Opportunities | RPA Careers | RPA UiPath Training | Edureka,27-03-2020,9228,0,5,Mar
3620,AWS S3 Tutorial For Beginners | AWS Introduction | AWS Services | AWS Cloud | Edureka AWS Live,26-03-2020,6327,0,1,Mar
3621,AWS EC2 Tutorial For Beginners | How To Use AWS | AWS EC2 Tutorial | AWS Training | Edureka AWS Live,26-03-2020,31193,0,3,Mar
3622,AWS Introduction | What Is AWS | How To Use AWS | Learn AWS | AWS Tutorial | Edureka AWS Live,26-03-2020,9288,0,2,Mar
3623,Apache Pig Tutorial | What is Pig in Hadoop | Hadoop Training | Edureka,25-03-2020,9075,0,3,Mar
3624,Amazon Polly Tutorial | How to convert Text to Speech using AWS Polly | AWS Training | Edureka,25-03-2020,43699,0,10,Mar
3625,How to build CI/CD Pipeline Jenkins | DevOps Pipeline | DevOps Tutorial | Edureka DevOps Live,24-03-2020,20801,0,1,Mar
3626,DevOps for Beginners- An Overview | DevOps Training | DevOps Tutorial | Edureka DevOps Live,24-03-2020,16642,0,3,Mar
3627,Angular Directives Tutorial | Types of Directives Angular 8 | Angular Training | Edureka,24-03-2020,34281,0,9,Mar
3628,AWS Rekognition Tutorial | Image Recognition using AWS | Amazon Rekognition | AWS Training | Edureka,23-03-2020,40010,0,9,Mar
3629,Selenium Full Course - Learn Selenium in 12 Hours | Selenium Tutorial For Beginners | Edureka,22-03-2020,1122430,0,186,Mar
3630,UNIX File System Tutorial | Introduction UNIX File System Architecture | UNIX Training | Edureka,20-03-2020,24790,0,8,Mar
3631,AWS Kinesis Tutorial for Beginners | Introduction to Amazon Kinesis | AWS Training | Edureka,20-03-2020,50716,0,12,Mar
3632,Tableau Projects for Practice | Tableau Projects for Data Science | Tableau Training | Edureka,19-03-2020,94582,0,278,Mar
3633,Basic UNIX Commands | UNIX Shell Commands Tutorial for Beginners | UNIX Training | Edureka,19-03-2020,137307,0,14,Mar
3634,Python Iterators | Iterables and Iterators in Python | Python Tutorial for Beginners | Edureka,18-03-2020,19646,0,7,Mar
3635,RPA in Various Domains | RPA Use Cases | Robotic Process Automation | RPA Training | Edureka,18-03-2020,11620,0,1,Mar
3636,Future of AI/ML | Rise Of Artificial Intelligence & Machine Learning | AI and ML Training | Edureka,17-03-2020,25855,0,7,Mar
3637,UNIX Architecture | Introduction to Architecture of UNIX | UNIX Training | Edureka,17-03-2020,39375,0,5,Mar
3638,Angular 8 Data Binding Tutorial | Two Way Data Binding in Angular 8 | Angular Training | Edureka,16-03-2020,31554,0,4,Mar
3639,Edureka Review by Taha - Cloud Architect Masters Program | Make Your Career Fly with Edureka,16-03-2020,4375,0,3,Mar
3640,What are Constructors in Java | Types of Java Constructors | Java Tutorial | Java Training | Edureka,16-03-2020,39944,0,16,Mar
3641,Python For Data Science Full Course - 9 Hours | Data Science With Python | Python Training | Edureka,15-03-2020,259459,0,65,Mar
3642,Data Science Tutorial For Beginners | Introduction to Data Science | Data Science Training | Edureka,13-03-2020,17050,0,18,Mar
3643,What is Automation Anywhere | Automation Anywhere Tutorial | Automation Anywhere Training | Edureka,13-03-2020,33788,0,13,Mar
3644,Artificial Intelligence in 2 Minutes | What is Artificial Intelligence? | Edureka,12-03-2020,222819,0,47,Mar
3645,Power BI Python Integration | How to run Python Script in Power BI | Power BI Training | Edureka,12-03-2020,73128,0,19,Mar
3646,Job Skill Mapping for Data Science | Roles of Data Scientists | Data Science Training | Edureka,11-03-2020,8630,0,3,Mar
3647,Memory Management Tutorial in Java | Java Stack vs Heap | Java Training | Edureka,11-03-2020,64905,0,20,Mar
3648,Introduction to UNIX | UNIX Tutorial for Beginners | UNIX Training | Edureka,10-03-2020,241171,0,22,Mar
3649,Job Interview Skills in 2020 | Best Interview Tips to crack your Interviews | Edureka,10-03-2020,38631,0,15,Mar
3650,What's New in Pandas 1.0.0 | Python Pandas New Features | Python Training | Edureka,09-03-2020,6929,0,4,Mar
3651,HBase Tutorial for Beginners | Introduction to Apache HBase | Hadoop Training | Edureka,09-03-2020,21144,0,11,Mar
3652,Data Science Future Scope | Data Science Career Trends in 2020 | Data Science Training | Edureka,06-03-2020,10613,0,5,Mar
3653,Edureka Celebrates Women in IT | Edureka,06-03-2020,2900,0,3,Mar
3654,Hive Tutorial for Beginners | Hive Architecture | Hadoop Hive Tutorial | Hadoop Training | Edureka,06-03-2020,53379,0,18,Mar
3655,Angular vs React in 2021 | Differences between React and Angular | Angular 8 Training | Edureka,05-03-2020,46216,0,25,Mar
3656,Docker Tutorial for Beginners | What is Docker | DevOps Tools | DevOps Training | Edureka,05-03-2020,10901,0,1,Mar
3657,Power Query Tutorial | Working with M Language Basics in Power BI | Power BI Training | Edureka,04-03-2020,39084,0,18,Mar
3658,Angular CLI Tutorial | Learn How to Install Angular CLI | Angular Training | Edureka,04-03-2020,10459,0,6,Mar
3659,Linear Regression In Machine Learning | ML Algorithms |  Machine Learning Training | Edureka,03-03-2020,15773,0,3,Mar
3660,What is AWS EMR | Introduction to Amazon EMR | Data Processing with AWS EMR | AWS Training | Edureka,03-03-2020,48184,0,8,Mar
3661,Python Automation Tutorial | Python Automation Projects | Python Certification Training | Edureka,02-03-2020,39587,0,28,Mar
3662,Introduction to Project Cost Management | Project Management Basics | PMP® Training Videos | Edureka,02-03-2020,47648,0,14,Mar
3663,Edureka Review by Manoranjan - Big Data and AWS Certifications | Make Your Career Fly with Edureka,29-02-2020,2693,0,1,Feb
3664,Angular Bootstrap Tutorial | Building Websites with Angular Bootstrap | Angular Training | Edureka,28-02-2020,61499,0,20,Feb
3665,Edureka Review by Siddesh Kannan - Microsoft Power BI Training | Make Your Career Fly with Edureka,28-02-2020,2465,0,1,Feb
3666,What are Kafka Streams? | Kafka Streams API Tutorial | Hadoop Tutorial | Edureka,28-02-2020,33987,0,3,Feb
3667,R Power BI Integration Tutorial | How to run R Scripts in Power BI | Power BI Training | Edureka,27-02-2020,27511,0,6,Feb
3668,How to Install Hadoop on Windows 10 | Easy Steps to Install Hadoop | Hadoop Tutorial | Edureka,27-02-2020,224268,0,132,Feb
3669,How to become a Digital Marketer | Digital Marketing Careers | Digital Marketing Training | Edureka,26-02-2020,12278,0,7,Feb
3670,Project Risk Management | Project Management | PMP Certification | Edureka,26-02-2020,45388,0,15,Feb
3671,PyTest Tutorial | Unit Testing Framework In Python | How to use PyTest | Python Training | Edureka,25-02-2020,166774,0,15,Feb
3672,Python Readline | File Handling In Python | Python Tutorial | Edureka,25-02-2020,15555,0,3,Feb
3673,Top 10 books To Learn Hadoop In 2021 | Best Books For Hadoop Beginners | Hadoop Training | Edureka,24-02-2020,4703,0,1,Feb
3674,Project Resource Management | Project Management | PMP Certification | Edureka,24-02-2020,32016,0,7,Feb
3675,AWS Solutions Architect Interview Questions and Answers 2021 | AWS Certification Training | Edureka,21-02-2020,99173,0,8,Feb
3676,What is UiPath? | UiPath in 2020 | UiPath Tutorial For Beginners | UiPath Training | Edureka,21-02-2020,40791,0,13,Feb
3677,Hadoop Cluster Capacity Planning Tutorial | Big Data Cluster Planning | Hadoop Training | Edureka,20-02-2020,5793,0,1,Feb
3678,Top 50 Docker Interview Questions & Answers  | Frequently Asked Docker Interview Questions | Edureka,20-02-2020,71202,0,20,Feb
3679,Edureka Elevate Program | Give Your Career the Right Start | Edureka,20-02-2020,5279,0,1,Feb
3680,How to Become a Spark Developer | Spark Developer Job Description | Apache Spark Tutorial | Edureka,19-02-2020,9968,0,1,Feb
3681,Power BI Dashboard Tutorial | How to build Power BI Dashboard | Power BI Training | Edureka,19-02-2020,10017,0,13,Feb
3682,AWS Certification Roadmap | Which AWS Certification to Choose | AWS Training | Edureka,18-02-2020,18297,0,4,Feb
3683,Project Procurement Management | Project Management | PMP Certification | Edureka,18-02-2020,35547,0,10,Feb
3684,What's New in Angular 9 | Angular 9 New Features | Angular 9 Ivy | Angular Training | Edureka,17-02-2020,20700,0,8,Feb
3685,Big Data Hadoop Certification Training | Edureka,17-02-2020,7397,0,4,Feb
3686,What Are GANs? | Generative Adversarial Networks Explained | Deep Learning With Python | Edureka,17-02-2020,97453,0,23,Feb
3687,Edureka Review by Gemi - Data Scientist Masters Program | Make Your Career Fly with Edureka,16-02-2020,6904,0,5,Feb
3688,How to become an RPA Developer | RPA Developer Career Path | RPA Training | Edureka,14-02-2020,24432,0,7,Feb
3689,Top 50 Ansible Interview Questions and Answers 2020 | DevOps Tools | DevOps Training | Edureka,14-02-2020,54581,0,11,Feb
3690,Python For DevOps Tutorial | How to use DevOps with Python | Python Training | Edureka,13-02-2020,41996,0,7,Feb
3691,Table Calculations in Tableau | Tableau Table Calculations Tutorial | Tableau Training | Edureka,13-02-2020,6253,0,4,Feb
3692,Java Programming 2020 | Java Tutorial for Beginners | Java Training | Edureka,12-02-2020,11294,0,5,Feb
3693,Project Integration Management | Project Management | PMP Certification | Edureka,12-02-2020,38006,0,9,Feb
3694,What Is Selenium | Selenium Webdriver Basics | Selenium Tutorial | Selenium Training | Edureka,11-02-2020,150739,0,25,Feb
3695,Which AWS Certification Should You Choose? | AWS Certifications | AWS Training | Edureka,11-02-2020,166079,0,44,Feb
3696,DevOps in 2020 | Future of DevOps | Why Learn DevOps in 2020 | DevOps Training | Edureka,10-02-2020,11311,0,3,Feb
3697,Vote for Your Favourite Technology & Win a Free Course - #MyTechValentine | Edureka,10-02-2020,3901,0,27,Feb
3698,Project Stakeholder Management | Project Management | PMP Certification | PMP Tutorial | Edureka,10-02-2020,22526,0,6,Feb
3699,Angular Projects | Learn How to Build Angular 8 Projects from Scratch | Angular Training | Edureka,09-02-2020,87149,0,157,Feb
3700,Why learn Apache Spark in 2020 | What is new in Apache Spark | Apache Spark Training | Edureka,07-02-2020,7176,0,1,Feb
3701,Django Vs Flask | Django Vs Flask: Which is better for your Web Application? | Edureka,07-02-2020,142633,0,26,Feb
3702,Big Data in AWS | Building Big Data Application on AWS | AWS Tutorial for Beginners | Edureka,06-02-2020,17643,0,21,Feb
3703,Tableau Sets | How to Use Sets in Tableau | Tableau Set Actions | Tableau Training | Edureka,06-02-2020,17102,0,5,Feb
3704,Python for Data Science | How to use Data Science with Python | Data Science using Python | Edureka,05-02-2020,11443,0,9,Feb
3705,Polymorphism in Java  | Method Overloading & Overriding in Java | Java Tutorial | Edureka,05-02-2020,127534,0,20,Feb
3706,Social Media Marketing Tutorial | Social Media Marketing Tools & Tips | Digital Marketing | Edureka,04-02-2020,34001,0,13,Feb
3707,Project Communication Management | Project Management | PMP Certification | Edureka,04-02-2020,22803,0,4,Feb
3708,AWS Glue Tutorial | Getting Started with AWS Glue ETL | AWS Tutorial for Beginners | Edureka,03-02-2020,171610,0,69,Feb
3709,Top 5 BI Tools in 2020 | Business Intelligence Tools | BI Tools | Edureka,03-02-2020,62381,0,8,Feb
3710,Angular 8 Tutorial | Create Angular Project from Scratch | Angular Training | Edureka,02-02-2020,407981,0,311,Feb
3711,Post Graduate Program in Digital Marketing by IMT Ghaziabad | Edureka,01-02-2020,6279,0,5,Feb
3712,Python In 2020 | What's New in Python? | Python Tutorial For Beginners | Python Training | Edureka,31-01-2020,13915,0,7,Jan
3713,What is PMP® | Project Management Professional Certification | PMP® Certification Training | Edureka,31-01-2020,17012,0,4,Jan
3714,Tableau for Data Science | Beginners Tableau Projects for Data Science | Tableau Training | Edureka,30-01-2020,10373,0,4,Jan
3715,Ansible Roles Explained | Understanding Ansible Roles | Ansible Tutorial | DevOps Training | Edureka,30-01-2020,60348,0,20,Jan
3716,AWS Cloud Practitioner 2021 | AWS Certified Developer | AWS Certification Training | Edureka,29-01-2020,7567,0,5,Jan
3717,Oozie Hadoop Tutorial | Oozie 2020 | Introduction to Oozie for Beginners| Hadoop Tutorial | Edureka,29-01-2020,19411,0,2,Jan
3718,Java Tutorial 2020 | Java Tutorial for Beginners | Java Certification Training | Edureka,28-01-2020,20678,0,8,Jan
3719,PRINCE2® Exam Preparation | PRINCE2 Exam Tips and Tricks | PRINCE2® Foundation Training | Edureka,28-01-2020,12153,0,2,Jan
3720,Top 10 Digital Marketing Trends in 2020 | Future of Digital Marketing | Edureka,27-01-2020,14774,0,7,Jan
3721,Email Notification in Jenkins | 6 Steps to Configure Email Notification | Jenkins Tutorial | Edureka,27-01-2020,27904,0,9,Jan
3722,Top 10 IT Jobs Every Company will be Hiring for in 2020 | Most In-Demand IT Jobs in 2020 | Edureka,26-01-2020,273071,0,68,Jan
3723,Python Programming | Python Programming for Beginners | Python Certification Training | Edureka,24-01-2020,17311,0,14,Jan
3724,RPA in 2020 | Learn RPA | RPA Tutorial for Beginners | RPA Training | Edureka,24-01-2020,9414,0,12,Jan
3725,Careers in Automation Testing in 2020 | How to start a Career in Automation Testing | Edureka,23-01-2020,32929,0,13,Jan
3726,PMP® Certification Exam Training | Edureka,23-01-2020,36077,0,5,Jan
3727,AWS Certified Solutions Architect | AWS Certified Developer | AWS Training | Edureka,23-01-2020,5220,0,5,Jan
3728,Top 5 Project Management Certifications in 2021 | Project Management Career in 2021 | Edureka,22-01-2020,108106,0,17,Jan
